Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-08-05,134.1,134.1,132.0,132.9,4,2.05,0.0,0,0,0,107,0.4499999999999886,0.1859106579262657,5.0,5.0,5.0,4.450842418295895,-3.832415626767896,-0.2637789531970083,-0.2968578772788762,0.9500775981864796,-0.4774717121056804,-1.2000822707617695,1.350013341396168,0.016593346,0.0074035036,0.005916431,-0.00016689097,0.013992123,0.6408782,-0.27943066,0.6380201,0.1543513,0.33600393,-5.3175406,2.4658527,1.4873533,0.1878466,-1.4751606,-0.5954007,-0.016678434,-0.013300414,-0.013611841,-0.22226976,0.43690035,-0.0961925,0.13534857,0.23679975,0.060172446,0.23125947,0.5217337,0.088213705,-0.115434796,-0.06367706
2015-11-05,133.5,133.65,133.5,133.35,6,0.45,0.0,0,0,0,75,1.1500000000000057,0.4800847306808297,5.0,5.0,5.0,4.1828443761736365,-3.133062445291265,0.6204211629161345,-0.8637984311274409,0.3822944679670974,-0.236544441589029,-0.8538339630715538,1.142458046497439,-0.0030755328,0.00030670705,0.0019111491,-0.00016689097,0.008909828,0.48383132,0.79792374,0.12660098,0.012501134,0.16210438,-4.5953593,1.7515255,1.682969,0.41747648,-0.9003271,-0.5938075,-0.025903266,0.02446804,-0.023874462,-0.21142548,0.44395542,-0.09258859,0.16287288,0.27585214,0.048585158,0.22574452,0.51667064,0.08921251,-0.11216273,-0.0769022
2015-12-05,132.95,132.95,132.95,134.5,2,1.15,0.0,0,0,0,61,-0.1,-0.0452261135237382,5.0,5.0,5.0,4.130138900042687,-2.8474747545900363,1.2231688907360228,0.05577077532291,-0.0267183359553679,-0.4330114905965269,-0.7074142127345211,0.9035198036225168,0.004361136,0.001899881,0.002535662,-0.00016689097,0.012723448,-0.19194812,0.108260825,0.43939215,0.012501134,0.059272572,-4.830633,1.2025506,0.9231509,0.3346205,-0.749758,-0.5936431,-0.024552353,0.042751424,-0.025143977,-0.21169561,0.45296422,-0.08950233,0.17641102,0.30612108,0.038825195,0.22431624,0.5196933,0.09347963,-0.11157814,-0.07591126
2015-02-06,129.35,134.0,128.9,132.7,21356,2.9,0.0,615,62,0,85392,1.6000000000000227,0.6691966345944804,5.0,5.0,5.0,3.705000771545908,-3.527189849330335,0.5174080536538892,1.2482576358829829,2.241940782418379,-1.5026358044948152,0.0242116236165254,0.1582313487244396,0.010092737,-0.0016298371,0.010851471,0.0005986697,-0.0015730357,0.7492201,1.1578277,0.4524884,-0.045883745,-0.04549432,-5.119475,3.9235096,-1.3418736,0.8680463,-1.3402251,-0.63109756,0.0033326934,0.0387246,-0.009347494,-0.22053881,0.4621282,-0.09285998,0.1557731,0.310909,0.013665697,0.22537066,0.5546408,0.100212805,-0.118816674,-0.06436964
2015-03-06,132.7,135.15,130.6,134.3,22930,1.6,0.0,360,208,0,81962,1.3999999999999773,0.5851468995217308,5.0,5.0,5.0,3.71647122539954,-2.3535183257202164,1.41369381018386,0.7124170090524509,2.475765380713701,-1.3896804775211775,0.3811387870884417,0.5322920717549277,-0.014226754,0.00077567174,0.022280373,0.0010474359,-0.024809964,-0.10019123,-0.7176268,0.15661016,-0.052924305,-1.3649514,-5.579445,2.8779814,0.547899,1.0908966,-0.8087032,-0.6373308,0.0058316286,0.0763413,-0.019995444,-0.21416393,0.46928874,-0.10002441,0.09834598,0.31168768,-0.02752883,0.22203267,0.55918604,0.105098456,-0.11523541,-0.088809095
2015-04-06,134.3,137.0,133.2,135.7,17171,1.4,0.0,105,0,0,77755,-0.6,-0.2553504512055645,5.0,6.8,5.0,3.452703093676367,-0.6391306519504019,2.7334921110909405,0.2499399034103651,2.1730335062016266,-0.6252934921372056,1.066443084403438,0.481273868254518,0.017225925,0.0049370704,0.037547704,0.0017657301,0.004505436,0.06992836,-0.46141848,0.32273373,0.56686014,0.26385838,-4.644584,1.4031221,1.9800465,1.2500409,-0.8432292,-0.6589081,0.0142783,0.06539948,-0.021722555,-0.19362983,0.4731316,-0.1093122,0.023951158,0.33646592,-0.0574963,0.22415683,0.57648647,0.12081974,-0.11824779,-0.15113294
2015-05-06,135.0,136.4,132.9,135.1,19416,-0.6,0.0,253,219,0,73028,1.450000000000017,0.6061593332899302,5.0,5.0,5.0,3.0567924355035907,0.6917395192271981,3.59055260301769,-0.4162275399039428,1.0379803432059862,0.5184585855602729,0.6453717934071903,1.192488739769027,0.07404033,0.007338681,0.046622097,-0.0018414643,0.023844477,0.71289206,1.2810682,0.41989845,0.13882321,1.3090914,-4.5825415,2.1051857,4.5375967,1.1996448,-0.3755899,-0.6510002,0.008254152,0.119416565,-0.015384647,-0.21514356,0.4789763,-0.118424326,-0.05735051,0.35875377,-0.09930853,0.22803734,0.56517637,0.1177543,-0.11666086,-0.10258103
2015-08-06,135.0,137.4,134.2,136.55,23457,1.45,0.0,499,0,0,68748,0.8,0.3329976943035489,5.0,5.0,5.0,2.9503968920194006,2.03558866960125,4.133785315935961,-0.3192646816840367,0.1471897433774407,0.89109373695011,0.3663770933920381,1.7543300041286043,-0.012405145,-0.008284532,-0.014570647,-0.0016693419,0.002826229,0.3545694,0.21011549,-0.2745684,-0.37368104,-0.19505182,-3.9495108,2.4177399,6.345021,0.9273228,-0.82918537,-0.6608559,0.026296154,0.11904686,-0.012738046,-0.21382284,0.46922183,-0.12837929,-0.13946992,0.39588094,-0.1482403,0.23267,0.60373974,0.12956843,-0.11925134,-0.112121835
2015-09-06,136.45,137.7,133.55,137.35,24145,0.8,0.0,736,7,0,63846,-0.9,-0.3814250538146602,5.0,5.0,5.0,2.8365299906802743,3.5477917157096246,4.3016102060337005,-0.8485271342373532,0.0311547960249195,0.8553254794080729,-0.1420724542999125,2.544465750903538,-0.1092821,-0.008284532,-0.016821105,-0.0015998075,-0.0061221425,-1.1731948,-0.76895094,-1.5811633,-0.27838963,-0.99897414,-4.075459,2.1984417,8.787051,0.83901423,-0.5937145,-0.66476244,0.04426701,0.09709661,-0.017167946,-0.21275644,0.45712584,-0.13768637,-0.21574086,0.39461714,-0.20370597,0.24172203,0.6488546,0.13964659,-0.12067442,-0.12518413
2015-10-06,137.55,138.85,135.55,136.45,23945,-0.9,0.0,143,75,0,58657,-4.45,-1.8733078513556265,5.0,5.0,5.0,2.773905740075693,3.9118252473338337,3.436611536906297,-1.30068444594022,-0.2861426323775978,0.3127033121349975,-0.2901198766124762,2.359448642839098,-0.14209247,0.004810201,0.044132844,-0.0014742205,-0.014654969,-2.4857678,-3.9689844,-0.96873397,-0.27838963,-1.770289,-4.9198112,1.4415894,9.60611,0.989319,-0.61341095,-0.6380135,0.030334195,0.08278365,-0.030512922,-0.214297,0.44832265,-0.14381073,-0.2578689,0.3972382,-0.21515359,0.23613138,0.63574725,0.13209446,-0.11739436,-0.14265534
2015-11-06,135.4,135.7,131.2,132.0,27170,-4.45,0.0,597,493,0,52532,0.05,0.0178111877808095,5.0,5.0,5.0,2.92056239086706,3.042485094208206,1.7788699377746158,-1.28501523994115,1.0480833488439374,-0.980780943000714,-0.8279013830187465,2.110964448031964,-0.0026469168,-0.00076905295,0.008355254,-0.00024327851,0.003689557,0.1115212,0.070967,-0.6212262,-0.1282895,-0.7129509,-5.94267,1.5286337,8.814731,1.0065296,0.2126506,-0.6271771,0.022458807,0.084730886,-0.022257881,-0.21593069,0.44048506,-0.1477243,-0.27865133,0.36958545,-0.22535871,0.22022699,0.5856703,0.1187713,-0.11598716,-0.097207874
2015-12-06,132.0,135.35,130.6,132.05,18229,0.05,0.0,1318,1451,0,44861,-4.25,-1.789258116282896,5.0,5.0,5.0,2.9878372333572174,2.7731629306471604,1.2592319536343093,-0.0679660836621637,0.933002105161769,-1.503560703573298,-0.6771307291548352,1.4621546542242727,-0.15699852,-0.027264263,-0.11417872,-0.005248766,-0.13362236,-2.7645645,-4.019603,-2.2731543,-1.0573652,-2.1929102,-5.7089095,1.8499794,6.5015783,0.14187607,-0.84256464,-0.64538467,0.03426521,0.106794626,-0.02300401,-0.21652436,0.43593833,-0.15128651,-0.28313172,0.27385694,-0.23334935,0.22059503,0.6351881,0.12843882,-0.118116185,-0.08885086
2015-02-07,127.15,127.15,125.15,125.6,8,0.5,0.0,0,0,0,77,-2.3,-0.9697731993237736,5.0,5.0,5.0,2.5656425082065915,-1.6692297967065588,-0.7554163682057129,-0.3229626611147668,0.6454302846745853,-1.414998848618059,-1.4936962000634446,0.7852551632672216,-0.049243737,2.7596905e-06,0.0059487866,-0.0014491158,-0.026514918,-1.1021836,-1.3386887,-0.18136524,0.05098393,-0.17785308,-3.4378688,1.4324863,2.058364,0.10351853,-1.1848407,-0.55319107,-0.039748836,0.050271384,-0.05475795,-0.21572097,0.43746632,-0.1414587,-0.20858693,0.2833902,-0.17559914,0.21323383,0.49275246,0.08116374,-0.10545284,-0.04965839
2015-06-07,125.9,125.9,123.75,123.3,16,0.0,0.0,0,0,0,71,-0.4,-0.171300716132834,5.0,5.0,5.0,2.484095846045064,-2.397992465910062,-1.9596742512639644,-0.659288049569467,0.8314523890492189,-2.404968762847826,-1.507550693074273,0.2472967759772261,0.0016833388,-0.0056047146,0.005322723,-0.0027148875,-0.0224001,-0.29421294,-0.6175614,0.043247044,-0.008063649,-0.17785308,-3.0765932,1.5817894,1.403958,0.000779906,-1.2487388,-0.5410969,-0.045911793,0.004031791,-0.051722556,-0.21616618,0.44023645,-0.12761676,-0.118145525,0.2954489,-0.11054353,0.21303578,0.4904831,0.080087095,-0.10827039,-0.03349647
2015-07-07,123.0,123.0,122.2,122.9,3,-0.4,0.0,0,0,0,62,0.25,0.10186092285354,5.0,5.0,5.0,2.22814162970848,-3.430391291327729,-1.8955383952900628,0.6235365047192405,0.0262668035940798,-2.5213594483675243,-1.1393114368091557,-0.233846652611333,0.004902779,-0.0057110484,-0.0030386627,-0.0016814072,-0.022560673,0.49736866,0.35870734,0.34205955,-0.09399302,-0.45675358,-2.8746638,1.5275044,-1.6361878,-0.03370268,-1.035956,-0.53302497,-0.053081695,-0.017787354,-0.037925817,-0.22061168,0.44356337,-0.11172756,-0.015684012,0.30913004,-0.020354746,0.2161623,0.48416767,0.07845331,-0.11171643,-0.015710719
2015-08-07,123.0,123.1,123.0,123.15,4,0.25,0.0,0,0,0,53,-0.4,-0.171300716132834,5.0,5.0,5.0,1.8831843946921183,-3.379900397628644,-1.02111088683703,1.8020908651354808,-1.7556603852999466,-1.8479800546560496,-0.9039460746103588,0.0594061100936,-0.016917262,-0.0071823425,-0.01958341,-0.003018642,-0.026994206,-0.46215424,-0.30749783,-0.28597873,-0.17679557,-0.45675358,-2.526261,1.6995589,-3.249276,-0.2996605,-1.2413837,-0.5284466,-0.044695683,0.00433306,-0.038591042,-0.21949968,0.44696116,-0.09388706,0.08678525,0.31286728,-0.021936154,0.21587026,0.49553934,0.078869894,-0.10986878,-0.0022385374
2015-09-07,123.4,123.4,123.4,122.75,16,-0.4,0.0,0,0,0,51,0.2000000000000028,0.0808484890853586,5.0,5.0,5.0,1.8824239949841457,-4.928265548232126,-0.7704018259469555,0.0198692297149722,-1.3968273887515057,-1.0270806661434897,-0.8001465121988811,0.8915831262705673,0.009246135,0.001615885,0.0016992332,-2.8538336e-05,0.0058065136,0.25241035,0.40720806,0.44002336,0.012501134,0.8884543,-0.8347183,2.5086317,-1.2515643,0.0577144,-1.1118698,-0.543218,-0.044880223,-0.049788963,-0.02584299,-0.24306491,0.4556923,-0.07331758,0.19432765,0.32424524,-0.023610886,0.22993062,0.4751649,0.07565476,-0.11470849,-0.003523471
2015-10-07,123.15,123.15,123.15,122.95,10,0.2,0.0,0,0,0,41,3.649999999999992,1.5307064190899549,5.0,7.6,5.0,1.6745401052309206,-5.048740519506784,-0.342093907916813,-0.176901036473328,-1.910704991693287,-0.8386087284607204,-0.3099012860868806,1.238694970290642,0.056293625,0.001615885,-0.0021054896,-2.8538336e-05,0.0123557225,1.4931751,3.0049675,0.591205,0.012501134,0.77264893,0.92295605,1.674949,-1.1188794,0.067321025,-1.425697,-0.5757529,-0.03474978,-0.12940875,-0.0188587,-0.2032533,0.46577173,-0.06726991,0.21929568,0.33573633,-0.04133914,0.23561712,0.46190503,0.08235693,-0.11893402,-0.070930816
2015-03-08,125.1,125.2,121.75,123.95,17585,-1.3,0.0,238,8,0,92564,0.9500000000000028,0.3960349956080979,5.0,5.0,5.0,0.8067718705441748,-1.6526588150498405,2.072524512721035,-0.5913711797799075,-0.2396775795110392,-0.2987979332619529,-0.0545107740597704,0.9651810530053372,0.03311629,0.008932206,0.015644275,0.0005506381,0.021610897,0.7285183,0.90612763,0.26731572,0.143413,0.35310668,-0.38088307,2.9336958,1.6655878,1.0465239,-0.47234476,-0.56432235,-0.043996487,0.09630666,-0.039311234,-0.21541345,0.47176892,-0.06810374,0.14704932,0.34426758,-0.09361597,0.21303844,0.4827097,0.08259124,-0.10704606,-0.042341474
2015-04-08,123.9,126.2,123.0,124.9,18700,0.95,0.0,335,187,0,92207,1.0,0.4170474293762793,5.0,5.0,5.0,0.6836161520771322,-0.7804999236374505,2.6515458813797244,-0.3357035909257224,-0.8503471598965732,0.0339108837259533,0.1077294772482986,1.295743917212269,0.104729004,0.015581033,0.05022082,0.0031196892,0.037413668,1.1406676,1.1632787,0.672039,0.44146368,1.4585017,0.08423573,2.9229681,2.7061725,0.9200404,-1.0358671,-0.5844016,-0.03273379,0.11728677,-0.034345344,-0.21550055,0.47370106,-0.072377235,0.050365098,0.34612066,-0.1505695,0.21392283,0.5026193,0.08632256,-0.10916785,-0.038496643
2015-05-08,124.5,126.45,123.25,125.9,21681,1.0,0.0,340,4,0,89425,-1.65,-0.6966115603373995,5.0,5.0,5.0,0.6221434025363213,-0.1545641774716517,2.7708944900932737,-0.3704850343302356,-1.219659818900474,-0.0520938694947633,0.2806652484803434,1.5306754694123947,0.09608766,0.015581033,0.054988448,0.003808568,0.035685223,1.8591834,0.50363016,1.2005304,0.56686014,2.2913475,0.29085976,2.930626,3.1238086,0.8881536,-1.0505049,-0.58779496,-0.028653614,0.11665022,-0.03232844,-0.21551028,0.47419342,-0.078956775,-0.04863708,0.34748608,-0.20406331,0.21524066,0.5092285,0.087779075,-0.10968318,-0.043156236
2015-06-08,125.5,128.45,123.95,124.25,23697,-1.65,0.0,380,4,0,85011,3.549999999999997,1.4886815515535918,5.0,5.0,5.0,0.5694658030835751,0.6631675997264086,2.4591760250797505,-0.9851947501011246,-0.6621381166713878,-0.1518941925658982,-0.0715227685538703,1.4139616187841642,0.17860654,0.018032886,0.06774078,0.006277756,0.04056325,2.4928107,2.5873652,1.4498805,0.56686014,1.5792842,-0.3558455,2.810634,4.5936737,1.0321352,-0.6114627,-0.5786616,-0.03267797,0.10969923,-0.03069526,-0.21572918,0.4754486,-0.09015228,-0.15431732,0.35857674,-0.25493398,0.21341778,0.49993882,0.08762064,-0.10914241,-0.05553683
2015-07-08,124.25,128.85,123.65,127.8,26257,3.55,0.0,92,7,0,82288,5.700000000000003,2.392216203585447,5.0,5.0,5.0,0.6763668212584589,1.950063087403588,2.820543476468378,0.1069943662131102,-0.4605835398944551,-0.42652826059353,-0.2031562185176054,0.8592548341878645,0.32681003,0.05295424,0.13246143,0.010773513,0.1960565,3.8911262,5.2031717,2.5376828,1.0884418,3.3818865,-0.7494802,1.758462,4.474624,0.75903136,-1.5897496,-0.5956651,-0.01329757,0.115652174,-0.024640217,-0.21552347,0.4693974,-0.10248484,-0.25668693,0.3806368,-0.27831557,0.2158534,0.53845614,0.104954764,-0.11237349,-0.060618304
2015-10-08,127.15,133.9,127.0,133.5,40376,5.7,0.0,314,12,0,76664,3.6999999999999886,1.551718852858136,5.0,5.0,5.0,1.2187043534276836,4.7362204385372415,3.693237532412701,0.4823337396781291,1.339796865291843,-1.0543997387715018,-0.4380125584101513,-0.0446361944715552,0.26760945,0.17860556,0.46916598,0.07244973,0.3726766,3.5052147,3.3784804,2.9386601,2.0475695,1.6603755,-2.382906,0.49734837,6.774913,0.69194865,-1.4349674,-0.638774,0.03307393,0.09125152,-0.016248994,-0.2096151,0.46046835,-0.11856471,-0.27656683,0.37807155,-0.31290472,0.24352661,0.65386873,0.143337,-0.12020294,-0.097488046
2015-11-08,133.75,137.55,133.4,137.2,35439,3.7,0.0,363,2075,0,69013,-5.35,-2.251531659182913,3.4000000000000004,5.0,5.0,1.754620334665312,6.704574519617566,4.198200273213758,0.436449467265847,2.319879918840822,-1.9995763575528596,-0.0899070842353863,-0.35096439114489,-0.22761536,0.0006483981,-0.06425412,-0.01634795,-0.19807479,-4.061795,-5.0800705,-2.7523339,-2.5994992,-3.6302605,-7.420371,-2.0209444,6.496988,0.67643356,-0.12751848,-0.67610586,0.067645565,0.058797713,-0.0072683557,-0.20024362,0.4451059,-0.1428822,-0.28273886,0.31362864,-0.37548828,0.25201675,0.7051851,0.16790311,-0.12621345,-0.11755039
2015-12-08,137.25,138.05,131.4,131.85,33088,-5.35,0.0,349,1905,0,58585,5.200000000000017,2.182091865903627,5.0,5.0,5.0,1.9517683724754291,5.389393583698762,2.310495720831498,-1.071494733800188,3.1019425381333874,-2.302914459368761,-0.230752714142873,0.7045497495423685,0.39619628,0.12480118,0.39819032,0.073498726,0.36131358,4.399602,4.928579,3.4497187,1.4799398,2.578134,-7.1477966,-1.0678045,10.049275,1.0316131,0.79019105,-0.66048217,0.055301335,0.05923738,-0.01070382,-0.20709878,0.43501973,-0.16175297,-0.285992,0.27848965,-0.4023083,0.24755184,0.6893788,0.15387255,-0.123085156,-0.06570799
