Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-12-05,2982,2982,2982,2982,4,31,0,0,0,0,4,74.0,1.7256396602959068,5.375346384777645,3.2150500580822032,0.6866738681814298,-0.916305343094106,-0.7688994230001784,0.1232105101163196,1.588909685169688,-0.6814586807455008,0.5453622891075799,3.018524,6.0913997,1.072765,3.3157346,4.1377907,34.670322,26.19096,24.365545,35.98822,16.711748,-129.2049,14.094456,40.338642,7.5777144,42.73955,3.2179177,2.2982674,-0.7982964,5.369065,3.7293353,-9.30034,1.4196658,-25.564451,12.83064,13.091922,-15.4866905,6.356133,-1.8136823,17.144236,0.0929954
2015-02-06,3066,3126,3066,3112,20454,59,3101,2293,0,0,79923,13.0,0.2990598308637667,8.091375383931222,1.6823228232570084,-2.338806569411114,1.193903677553373,-1.3032030356358937,-0.2340272555958862,0.3265920670789525,0.6879059727687084,0.5915920269041548,1.5090659,2.1590655,0.49650162,1.3633939,1.1707498,10.723572,9.452202,4.210653,9.763403,12.6325655,-57.74886,-7.3358955,14.430232,116.60491,-34.381557,5.9660025,1.1070333,-1.9473233,-5.0584393,1.4140819,-10.067117,1.3562886,-31.798634,10.200737,11.22357,-15.34199,6.3968964,-2.4844992,16.715649,1.0946523
2015-03-06,3111,3139,3103,3125,16327,13,3119,688,0,0,74269,-10.0,-0.2388309244958927,8.213463620506438,1.4659795125918382,-2.376044268172347,0.7551637476066929,-1.741620123275241,0.0412643651553364,0.1688314070826465,0.3405058255423103,0.5420276594475204,-0.56133777,0.1263189,-0.0103727225,-1.1786525,-0.15772723,1.1063969,1.8519353,1.038261,-6.4823613,-5.807536,-93.6571,-9.23252,26.501776,105.947044,-20.869093,4.7863107,0.2776121,-1.7405291,-6.487766,1.0961313,-10.107476,1.3304008,-33.15356,5.026468,9.548914,-15.267722,6.360247,-3.700362,16.771885,0.48252672
2015-04-06,3135,3143,3100,3115,18571,-10,3122,719,0,0,68551,1.0,0.0184211758935095,8.219285343227861,0.8959350670770402,-2.6382553436109,0.0210364045895711,-1.7948635511654043,0.1375718034894332,0.1056098152523081,-0.0891705194031485,0.5951188273005849,-0.40229312,-0.54560125,-0.0021493528,-0.9745037,-0.36753163,3.3505723,-1.208599,2.600779,-6.797892,-6.245404,-114.015434,-5.1294346,26.216507,102.3428,-10.303882,4.9742517,0.6134129,-1.6912107,-6.8396244,0.77792645,-10.670822,1.3575293,-32.088257,0.43615133,9.450399,-15.22452,6.345683,-4.005894,16.729998,0.5826943
2015-05-06,3107,3119,3064,3116,21007,1,3093,539,182,0,60410,1.0,0.0184211758935095,8.237335173200924,0.4197121639086592,-2.5223363300389434,0.7862911657512095,-1.836731938134001,0.0546179395487384,0.1752027807310359,-0.1128984461767599,0.7944504999302028,-0.27206153,0.1977417,0.040413983,-1.0925034,0.13183255,9.401821,1.88296,4.5468674,-4.734912,-1.8826225,-84.345985,-8.626439,20.936287,103.75056,-26.514616,4.4852347,0.52278155,-1.7096658,-6.7471385,0.9521881,-11.19591,1.2462724,-32.68976,-4.319328,9.331907,-15.232043,6.347218,-4.023977,16.750256,0.44644612
2015-08-06,3093,3125,3091,3117,18945,1,3113,1780,233,0,49278,-10.0,-0.2388309244958927,8.28322727836266,0.6335497971061766,-2.025937112818053,1.136406353840609,-2.805827123907057,-0.4151924060146327,-0.3603259809150028,-0.6817891047086077,1.0188713926271855,1.9524702,1.0805981,0.39112037,1.3969688,0.7121094,18.36758,2.0653894,11.645796,7.273011,18.738825,-36.718975,-0.7133713,8.740797,92.47741,-0.42517528,6.409226,2.4936445,-1.690469,-2.2610748,1.3276393,-11.985675,1.0339311,-31.148418,-6.6876416,8.570317,-15.169736,6.3456945,-2.9897683,16.653751,1.3260221
2015-09-06,3114,3114,3085,3107,20075,-10,3099,486,216,0,38624,21.0,0.4861522675106048,8.232918872289407,0.2609156413446651,-2.228265313870972,0.0759295752394969,-2.942311807883562,0.0855890203572585,-0.7113310917260716,-0.416812812895064,1.478236335785465,0.116099484,0.2667024,0.34034592,-0.15155844,0.4865875,-0.3747445,4.1517324,3.248539,16.862892,-10.120094,-63.76531,-5.8471694,17.342997,94.133286,12.078485,5.6353693,2.2213905,-1.5862249,-3.593463,1.0362515,-12.435036,0.81759685,-28.867683,-8.432794,8.726039,-15.121258,6.322459,-3.829901,16.58441,1.0171587
2015-10-06,3104,3157,3104,3128,16477,21,3132,416,0,0,28651,-34.0,-0.8001082344364069,8.210095737142435,1.3465613405655328,-1.1515794045000318,0.4726227158147195,-2.517605257706982,0.1761768050646608,-0.6267020034888877,-1.4822977738006615,1.2267636270170488,-0.40710768,-0.6682406,0.091186896,-0.5534901,-0.5092011,-0.68463147,-13.925617,-4.3404536,-4.236602,-9.294007,-76.94274,-9.695543,5.034418,81.6498,-0.99999756,5.9224873,2.730263,-1.60532,1.1194639,1.6001847,-13.161343,0.50402427,-26.929493,-7.246862,8.591943,-15.309856,6.3557587,-3.0543184,16.786861,0.8548095
2015-11-06,3120,3138,3089,3094,10663,-34,3104,122,0,0,20022,46.0,1.0708161320319738,8.125964435118812,0.5545682924708075,-1.4802997132392683,-0.44024562063516,-2.289176152465243,0.2197294472783145,-0.7675618144166663,-0.8760380628293921,0.7066123540771269,1.6473042,2.8490396,0.56650585,1.382899,2.2236927,5.517336,13.897457,15.630624,26.898645,5.132526,-109.39313,-3.0214047,18.53888,59.785385,1.6849463,5.8796797,2.7319436,-1.526554,1.3682863,1.4843023,-13.006616,0.46432456,-22.72525,-5.2815266,8.415364,-15.336207,6.362537,-2.5111456,16.853981,0.89342993
2015-12-06,3089,3149,3085,3140,9513,46,3119,246,0,0,13552,67.0,1.5619337782299236,7.984547731463994,1.4371495288647462,0.6461028228074445,0.1949496067855637,-1.3074502742226326,0.3494196156393528,-2.0376135487724887,-0.1814517932297497,0.3494768115583168,2.5503852,4.259168,0.67597604,1.7402776,3.6015158,8.467659,17.180069,20.872202,38.27036,-3.2773187,-51.2389,-18.556082,3.726983,36.972683,-69.524284,5.4680905,2.2862473,-1.6469527,4.018186,1.820395,-13.93759,0.51023775,-20.227913,-5.918205,7.440485,-15.385514,6.369936,-4.730304,16.890684,0.5278306
2015-02-07,3294,3294,3294,3294,15,12,0,0,0,0,86,-9.0,-0.215444369915038,10.153228639479478,2.918832884733669,-0.7244354117551953,-0.4766624581182407,-1.5041210483569971,-0.134388371788771,-0.3783155688437873,0.3307046018320947,-0.0340959901988705,0.9400595,1.2210513,0.25171188,1.2378938,0.4502217,6.535296,5.9290347,-0.5935156,2.0109704,8.082954,-174.41444,8.625613,61.763878,72.44274,-35.69143,10.15329,3.0832233,-2.555859,2.647903,-0.12925465,-14.491306,0.5494056,-19.52516,-4.3104563,7.3579373,-15.57105,6.4912863,-0.28583035,16.928377,2.0137455
2015-06-07,3294,3294,3285,3285,6,0,3289,0,0,0,86,-28.0,-0.6597889069512783,10.212156727123345,2.618212790559743,-1.1103030411655683,-1.3702745885001484,-1.7731824246382613,-0.0757394916766854,-0.4488973564357628,0.1152190543768376,-0.0106265708815133,0.27574742,-0.24084605,0.23872921,0.013093671,-0.13812189,-2.3411067,-0.6416273,-4.12702,-11.259893,2.1872299,-164.47375,-6.5862255,40.84575,39.777763,-20.265953,9.727278,1.5747454,-2.530755,-1.5710775,-0.30088088,-13.942735,0.5693932,-18.66732,-4.769083,5.936831,-15.578157,6.490561,-1.2446622,16.888893,1.7116369
2015-07-07,3248,3248,3248,3257,1,-28,3248,0,0,0,86,-3.0,-0.0751250424299094,10.2898336761108,1.2511483483539796,-1.6699383804863692,-0.0452534785751027,-2.0297302708407035,-0.7216700282391589,-0.7445148715868474,1.011244235744996,-0.5523666877770639,0.20602886,0.26823518,0.38429117,0.18114203,0.2846155,5.9629645,-3.1687176,-2.4693499,-11.282863,-0.98451847,-134.35347,-6.7026424,30.430288,55.412487,-42.454334,9.177593,2.9206831,-2.3452425,2.20456,-0.50032467,-16.376074,0.54218423,-20.300976,-5.032821,4.9519544,-15.496963,6.45422,-1.3932842,16.855415,1.9644177
2015-08-07,3254,3254,3254,3254,1,-3,0,0,0,0,79,32.0,0.7434043679000071,10.350490632057278,0.7041512724249996,-1.756779271768966,0.2391120560842921,-2.4083787549911526,-0.3899657800829323,-0.2625859637889441,0.7344218161919462,-0.7469046746060415,2.1985018,3.2885203,0.48898363,2.1145222,1.936145,10.704156,16.823406,9.748416,25.000252,-2.8579662,-173.49944,10.309818,42.117207,101.732765,-55.36557,9.834353,4.2650733,-2.2199693,4.0315433,-0.5812074,-18.766788,0.52046955,-21.718018,-3.198843,3.9174936,-15.369656,6.4318404,0.7809199,16.792437,2.2744567
2015-09-07,3286,3286,3286,3286,1,32,0,0,0,0,79,16.0,0.3692194946063309,10.44379781136543,0.933699908615035,-1.5263246100826977,0.136328590453251,-2.311765964358184,-0.0728240544652459,-0.181337506355149,0.0760706971065517,-0.2939999406891074,1.9163811,3.9354534,0.53208876,2.6475174,1.809378,24.23363,8.689046,11.611222,16.764612,1.9659078,-174.65253,5.490123,42.609966,103.80353,-58.782887,9.924884,3.8391047,-2.3404734,4.016473,-0.7790608,-21.515905,0.52749914,-24.186054,-2.534624,3.471866,-15.425209,6.4462967,0.89371514,16.823702,1.9444197
2015-10-07,3325,3325,3325,3302,1,16,3325,0,0,0,78,7.0,0.1587405033786381,10.528016339829785,1.2309500784694123,-1.216370939502212,-0.1666674141446845,-2.1329320256521407,0.3420973645590495,-0.4328920184993187,-0.557467811379866,-0.1906663924243661,1.2635773,0.77443594,0.3391214,0.6726551,1.0546358,8.839824,1.2282075,7.700205,-3.988416,-1.6892312,-156.05315,-10.073734,19.336185,48.05336,-52.8651,9.844283,2.1390429,-2.5703645,1.3512924,-0.7050977,-23.090021,0.5252814,-26.02092,-0.942349,3.5051122,-15.558071,6.4704833,-1.9989314,16.840885,1.6464419
2015-03-08,3203,3206,3161,3166,17368,-43,3176,499,298,0,83930,-1.0,-0.0283519332681999,9.584402645745785,-4.5512843013309805,0.0174696945594492,-0.645208742241478,-1.2470057442919906,0.0492896622575018,-2.2634519172767185,0.5830061473712934,1.1183471310978268,-2.0034835,-1.3424418,-0.20962964,-1.5201982,-1.6146544,-27.32966,-13.10732,-13.264382,-6.581829,-36.214294,7.1433015,-6.455313,34.772198,61.006966,-89.393906,9.005028,2.5812314,-1.8639095,-5.125645,-2.4158242,-23.437614,0.47012696,-25.664047,-1.0746236,3.6966026,-15.055328,6.3474746,-5.0231433,16.15977,1.820862
2015-04-08,3164,3188,3155,3165,22829,-1,3170,2053,1780,0,80646,-45.0,-1.0573603348258094,9.42607268517009,-4.378337636163658,0.8131927755195015,0.1248173482373413,-1.1416958102044843,0.2473866679095659,-2.0464795534630404,0.8415735404247907,1.3835093985958031,-1.0256445,-2.2712605,-0.35447642,-2.020659,-1.7414843,-12.039203,-12.500819,-15.020151,-0.87569696,0.0211421,131.96004,3.2004187,41.25416,16.189516,-159.41399,9.794588,2.2483265,-2.1155703,-4.424031,-1.7689086,-25.510908,0.33331123,-23.227642,-0.26140445,2.773061,-15.080404,6.39034,-4.112277,16.237192,2.0107856
2015-05-08,3159,3175,3093,3120,27410,-45,3129,487,0,0,74559,-63.0,-1.478318317281195,9.148310325714334,-4.818115033034314,0.759876074625451,-0.3859700338252392,-0.1265297290436772,0.6205945223219933,-1.8852784525387,1.203966735692747,1.0257247185367402,0.5832287,1.2837007,0.24834333,0.61164933,1.175581,-0.27293694,-11.517434,14.679372,7.7735133,-6.975153,0.4983444,-4.312791,-0.008250425,32.968124,-92.27176,7.948997,1.8996928,-1.8094137,-4.7203484,-2.3273964,-23.513815,0.21897447,-20.278324,-0.14135455,2.2908344,-15.025718,6.343626,-6.1136813,16.205227,1.3721743
2015-06-08,3109,3117,3054,3057,25496,-63,3076,1817,17,0,65353,50.0,1.1643623503553928,8.771255912002408,-5.8553806093587655,0.5372279045837519,-0.583342349606857,0.6296820504685038,1.309295480104839,-1.460420328958672,1.6022303005323684,0.6416872324246353,4.100132,5.377802,0.76117116,2.6124535,5.119111,32.539993,29.54205,32.56595,44.716385,29.064667,-8.731395,9.756549,-17.059727,-24.24921,-107.104675,8.763808,1.9787338,-1.6265587,-5.07175,-3.322221,-21.683039,0.10610258,-18.761242,-1.3707169,2.0631003,-14.909824,6.3568597,-5.128902,16.007446,1.6419337
2015-07-08,3055,3113,3027,3107,29123,50,3068,372,169,0,57727,-12.0,-0.2856040336576023,8.599310067113688,-4.70990872020507,1.729834609827098,0.4621575630344794,0.3717558635127777,0.7912253166925343,-1.7605957910394845,0.9315432293909692,-0.0515316689614616,-1.1114132,-1.8096802,-0.0450686,-0.90966207,-0.86791843,-18.078186,1.4840884,-13.522573,-5.466122,-12.977587,15.761452,-17.220505,-37.93174,36.14759,-177.59384,7.0906606,1.0353305,-1.722827,-6.172955,-1.5712719,-22.590595,0.011775216,-19.903835,-3.431035,1.6486661,-15.009465,6.328857,-7.122205,16.265223,0.84325165
2015-10-08,3095,3103,3071,3095,16124,-12,3089,122,17,0,37648,-13.0,-0.308990588238457,8.421107671468366,-4.776814216517677,1.760201853792461,-0.1110386889109182,-0.2524099683211693,0.5853018432845507,-1.621046302138096,0.9310287670895572,-0.1029951401005993,-0.8752062,-2.6578388,-0.08434919,-1.4022102,-1.2400445,-14.857235,-10.896309,-9.645999,-9.336647,-18.967453,-6.8010383,-7.7369547,-22.891802,3.512183,-119.609375,7.3091164,1.106342,-1.5972053,-3.1663752,-1.5113877,-22.662697,-0.09994549,-19.70883,-3.6168637,1.648136,-15.011995,6.3237796,-6.950649,16.301157,0.60306865
2015-11-08,3094,3151,3027,3082,17951,-13,3084,338,0,0,30445,-47.0,-1.1041334439875188,8.217073783460819,-4.734262159566173,1.6534913900662334,-0.3729346126445373,0.1066550192666577,-0.4561215461610651,-2.3170687328429875,0.2057907896215162,-0.1660647105193022,-1.3943772,-3.2240574,-0.15055068,-2.2583954,-0.7083956,-20.670174,-12.719495,-10.557188,-11.459364,-19.140049,-2.583183,-11.865129,-10.712207,8.006375,-127.52754,7.7829514,1.8206272,-1.4144595,-2.648673,-1.241814,-22.41174,-0.19542216,-18.93764,-3.5509923,2.2529688,-14.901955,6.2937202,-6.7763715,16.188871,0.82861745
2015-12-08,3076,3087,3019,3035,16483,-47,3050,736,0,0,22491,7.0,0.1587405033786381,7.9678249619979775,-5.5377090159121085,1.3619889262975209,-0.7004049029396427,-0.1060705435901071,-0.3968462652756512,-2.033496785954978,0.4666636737537468,-0.1112596442338615,1.1644816,0.2139092,0.088452324,0.7824135,0.6168431,-0.26698452,2.9072993,5.699862,0.72895235,2.108869,-1.9694908,-1.7734481,-13.542795,-4.360815,-100.92284,7.902564,2.041763,-1.1788806,-1.7342842,-1.9603713,-19.932396,-0.29718456,-23.541452,-3.1223156,2.2698958,-14.847025,6.300813,-5.6470413,16.126202,1.0357343
2015-02-09,3130,3130,3103,3117,8,-28,3121,0,0,0,282,-3.0,-0.0751250424299094,7.23486407172401,0.5664962156961901,3.6219601798578513,-2.0983134095759755,-0.4124880057925206,-1.6779024847110229,-0.4722883352129222,0.5603159787658116,-0.293020376744922,1.2827564,1.5161216,0.356139,1.6872259,0.8288939,4.180342,8.586651,7.32331,0.11073628,9.053316,-24.589062,0.5459149,27.830475,-68.85976,14.952867,6.390357,3.0613356,-1.546413,2.920292,1.839886,-16.952784,-0.28560814,-22.52937,-1.5966707,3.7089663,-15.304754,6.3960853,0.5053295,16.852888,1.1599584
2015-03-09,3114,3114,3114,3114,8,-3,0,0,0,0,237,54.0,1.2579085686788118,7.277544484833966,0.3490633909238264,3.473547128374698,-1.602743353319088,-0.8890949907897505,-1.5137243574920844,-0.6039757296024707,0.6540157808515057,0.0736864627752938,2.785226,5.546589,0.73091304,3.3024368,2.928785,19.653605,19.793581,15.638075,30.748348,9.763158,-34.04058,14.307797,46.30569,-14.5559,10.809858,6.698397,4.247849,-1.4275017,3.8960414,2.0179112,-15.257875,-0.27889478,-24.901936,-0.22319312,3.9692748,-15.376269,6.405255,2.5093105,16.924335,1.5254695
2015-04-09,3168,3168,3168,3168,10,54,0,0,0,0,78,56.0,1.3046816778405212,7.474698198179415,2.1064639650253536,3.810278066223539,-1.8389414456917277,-0.2564347615266434,-0.7543073789592653,-0.0411463622995154,0.033947090130078,-0.0233996712809626,1.7438093,3.2080057,0.6548488,2.8624053,1.3059438,21.173538,14.734519,5.2653923,3.8418367,14.864382,-73.287506,8.791913,44.780556,-19.675156,-10.127175,8.1488085,3.9194293,-1.7867514,4.2091703,1.7720008,-14.620728,-0.290001,-25.018698,1.9164299,3.7115812,-15.344052,6.4295583,1.8576763,16.847235,1.3879414
2015-08-09,3211,3226,3211,3224,4,0,3217,0,0,0,73,50.0,1.1643623503553928,7.76512247234019,3.1026096410430366,4.009357871072828,-1.0768867103190671,0.4351738642722277,0.1700756693331097,0.7281256039385395,-0.0697370261726933,0.1076938532093819,2.5632324,4.1630845,0.68858457,2.3679779,1.9028591,19.401436,18.192411,19.275253,28.681046,15.735219,-68.22624,1.208314,13.866282,-116.82686,6.8742867,8.676032,1.2266705,-2.4364877,1.4690735,1.8202777,-13.966492,-0.3216091,-19.508593,1.5716352,2.7350068,-15.489732,6.470469,-2.5026705,16.706045,1.1904625
2015-09-09,3274,3274,3274,3274,4,50,0,0,0,0,63,2.0,0.0418077304743643,8.123958854874934,3.7611472275281073,3.399715199380044,-1.821323624266412,1.3956574286051702,1.4616251734223626,1.861910331927695,-0.0114527370361262,0.6032873046779732,1.0581601,1.0591965,0.3266283,1.7020731,1.0559473,12.505702,-3.8424375,7.172787,-6.037846,5.873794,-157.18893,16.953053,44.754868,-84.002304,-7.99636,10.931033,4.445053,-2.458652,6.66821,1.3971326,-14.029013,-0.3224633,-20.824976,1.2429115,1.4173219,-15.386042,6.4997582,2.5063846,16.706106,2.4894683
2015-10-09,3251,3251,3246,3276,11,2,3248,0,0,0,62,-28.0,-0.6597889069512783,8.313013549063562,4.64617930895238,4.857528452851915,2.864105808068762,1.128650672891341,1.2958029998504927,1.9985378440142365,0.5460907525871072,0.4014366294435974,-0.5422075,-1.7637162,0.01003716,0.39607444,-1.0504482,-5.2354345,-6.6330028,-3.8630931,-17.806892,2.9380991,-24.848269,-0.011604467,-23.166006,-168.89801,-14.302077,12.566561,2.1364226,-3.8005288,3.1230772,0.35771492,-13.870674,-0.15644301,-23.021376,-2.0645175,0.30906397,-15.421096,6.5712547,-1.366281,16.1381,2.4699888
